Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Global_active_power,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Space_heating,Appliances,Lighting
47.3,51.9,49.4,46.2,88.72,1641.14,6923.4,2807.0,2364.0,7309.0,9513.206666666667,16161.540866666666,1077.8780666666667
45.6,50.4,48.3,45.9,91.57,1644.334,6856.4,1128.0,324.0,13500.0,8261.211333333333,18527.741033333332,380.27503333333334
47.9,48.6,48.1,46.4,93.78,1363.26,5735.4,0.0,326.0,8556.0,8922.42,13190.3052,113.5962
37.1,50.9,44.9,31.1,60.0,2191.232,9211.0,2699.0,4172.0,16251.0,8957.130666666666,26080.37026666667,1290.5362666666665
37.9,51.3,44.9,31.6,60.63,1375.716,5921.4,3832.0,357.0,6503.0,7846.812,13565.9215,1040.216
41.3,55.6,49.4,30.4,49.48,1452.634,6084.8,799.0,333.0,10141.0,8426.931333333334,15094.259533333334,304.0396333333333
41.7,46.1,43.9,34.2,68.52,1440.092,6093.0,1103.0,338.0,9121.0,8697.350666666667,14471.970266666667,381.04166666666663
46.1,68.3,59.0,35.6,43.89,1534.6,6520.2,2131.0,2827.0,7968.0,8162.133333333333,16001.662433333333,965.6975333333332
48.8,61.2,55.1,38.3,53.48,1890.472,7869.0,2682.0,366.0,13482.0,9825.557333333334,20522.980333333333,775.9281333333333
53.0,59.3,55.6,46.7,72.32,1842.114,7674.0,2057.0,2822.0,13828.0,7989.958,21569.9931,943.7705
44.6,61.1,53.0,46.3,79.08,2462.446,10332.4,3661.0,4286.0,18233.0,9942.995333333332,29344.858433333335,1546.9478333333332
49.4,52.7,51.1,41.0,68.39,2141.012,9119.2,7498.0,1504.0,12470.0,9309.950666666666,23901.666466666666,2096.4168666666665
50.5,74.7,65.0,46.8,54.4,1598.624,6813.0,1006.0,5648.0,6209.0,8792.414666666666,16192.577266666667,1082.4180666666666
53.7,69.0,61.6,45.4,56.41,1501.538,6386.4,888.0,2341.0,9478.0,8016.672666666666,16039.410066666667,596.0437666666667
58.7,72.8,67.5,45.1,45.34,1216.062,5199.8,1880.0,463.0,5278.0,8052.074,11089.321,582.7581
55.0,63.7,59.5,48.9,68.35,1564.524,6658.8,2896.0,397.0,9809.0,8435.868,16418.0719,822.0871999999999
46.5,48.8,47.7,33.7,58.38,2042.81,8592.4,0.0,5224.0,7655.0,13430.256666666666,18846.551966666666,817.3479666666666
44.9,62.6,55.3,30.7,40.15,1512.266,6376.4,1028.0,2613.0,10699.0,7163.908666666666,17135.479066666667,659.8111666666666
47.1,59.1,53.2,36.3,53.29,1286.468,5397.8,2201.0,376.0,8088.0,7004.722666666667,13463.030666666667,639.4946666666666
49.6,72.6,63.5,41.5,46.41,1486.51,6240.0,0.0,2644.0,10476.0,7645.243333333333,16412.406633333332,418.3886333333333
49.0,64.9,57.6,41.3,55.38,1894.598,7970.8,1925.0,375.0,7380.0,13871.112666666666,16073.210266666667,627.9481666666667
47.7,51.6,49.6,40.0,69.67,1496.198,6296.8,1024.0,1203.0,13265.0,6386.272666666667,18020.292666666668,459.69896666666665
51.1,64.7,60.9,48.8,64.65,1141.46,4899.2,1068.0,395.0,5511.0,7691.6466666666665,10458.762766666667,373.36106666666666
53.1,58.0,54.9,50.0,83.6,1194.048,5083.0,0.0,383.0,9677.0,6488.376,13088.6227,101.3686
52.7,59.8,56.4,52.2,86.05,2022.284,8548.0,2007.0,3901.0,13225.0,9563.474666666667,22680.333566666668,1091.4744666666666
48.0,53.3,49.7,41.2,73.45,1781.626,7548.6,3053.0,3017.0,10561.0,8521.355333333333,19577.167533333333,1217.4976333333332
42.4,46.0,44.2,36.9,75.58,1351.628,5766.0,995.0,376.0,7021.0,9044.622666666666,12551.918466666666,363.4728666666667
42.9,57.2,53.1,38.3,58.52,1706.386,7285.0,2068.0,371.0,11469.0,9468.455333333333,17916.016333333333,625.2994333333334
47.3,48.4,47.7,46.2,94.41,1664.68,6996.2,1043.0,2492.0,9372.0,9574.233333333334,16980.152333333335,666.8391333333333
46.5,50.8,49.0,46.9,92.74,1834.762,7666.4,1027.0,363.0,15305.0,9220.507333333333,20736.29173333333,368.2180333333333
48.4,53.8,50.7,49.1,94.33,1512.802,6370.8,1067.0,1052.0,11709.0,7527.287333333333,16987.870033333333,459.2768333333333
56.4,57.0,56.7,55.3,94.99,1393.91,5871.6,1430.0,374.0,9760.0,7624.456666666667,14825.482966666666,456.48196666666666
53.1,64.2,61.2,51.4,70.52,1608.878,6857.2,3207.0,2593.0,7226.0,8837.992666666667,16236.007266666667,1200.7693666666667
60.8,63.8,61.9,55.4,79.3,1667.882,6971.6,1007.0,411.0,11374.0,9758.700666666666,17202.897666666668,375.5079666666667
49.8,60.6,55.3,44.6,67.87,1731.474,7282.4,1049.0,5539.0,10166.0,7911.058,19540.6094,1069.6285
46.3,50.6,48.5,43.6,83.13,1349.902,5716.4,1038.0,1797.0,9058.0,6937.647333333333,14721.711733333334,549.8046333333333
53.4,61.3,57.7,46.6,66.63,1012.648,4280.8,0.0,374.0,7992.0,5596.789333333333,10981.190733333333,93.49613333333333
56.6,62.4,59.8,49.7,70.07,1857.156,7801.6,2226.0,848.0,15426.0,8337.652,21729.715,718.2334
54.4,72.5,65.5,52.0,63.08,1261.352,5420.8,2090.0,382.0,6605.0,7670.430666666666,12277.795466666666,619.2080666666667
57.2,75.5,66.5,54.0,65.36,1966.552,8409.4,4300.0,6670.0,8692.0,8478.277333333333,21831.166733333335,2018.0633333333333
59.6,61.0,60.3,52.8,76.21,1517.176,6380.6,1035.0,457.0,11009.0,8367.225333333334,16196.306433333333,377.46773333333334
53.3,69.4,62.4,45.0,53.02,1625.956,6867.2,0.0,2713.0,11335.0,8545.185333333333,17770.129633333334,434.7669333333333
57.1,59.9,58.9,50.4,73.46,1246.398,5338.6,1419.0,553.0,7127.0,7523.146,12351.338,478.2233
49.2,58.4,54.8,46.0,72.35,1606.984,6920.2,0.0,4065.0,11499.0,7415.781333333333,18520.388633333332,609.7483333333333
49.0,56.8,53.4,47.9,81.45,1422.226,6023.2,1382.0,494.0,12195.0,6460.115333333333,16672.925233333335,450.9962333333333
48.1,51.8,50.0,44.1,80.41,2007.378,8475.0,1705.0,4820.0,12265.0,9583.706,22319.2171,1143.7894999999999
51.0,67.5,61.8,46.1,57.85,1543.764,6631.8,2555.0,1926.0,7168.0,9016.568,15200.947,953.0772
46.8,54.9,50.9,41.7,70.85,1209.906,5066.2,763.0,374.0,8971.0,6594.242,13023.9841,286.4807
45.1,57.3,51.6,39.7,64.65,1617.344,6770.2,3253.0,792.0,10981.0,7835.674666666667,17866.023466666666,957.3474666666666
46.9,59.5,55.0,43.1,65.7,1307.162,5528.8,1061.0,1889.0,9470.0,6185.740666666667,14836.071066666667,561.7227666666666
50.0,53.6,51.8,46.1,80.93,1575.15,6636.2,1553.0,1278.0,12563.0,7234.79,18234.632700000002,605.4245
55.4,68.9,61.4,51.6,71.63,1074.806,4609.4,982.0,1207.0,8078.0,5063.908666666666,12255.663666666667,441.05516666666665
54.1,62.8,58.9,49.1,70.27,1530.598,6472.0,480.0,1844.0,12579.0,7079.479333333334,17847.211233333335,420.7316333333333
56.0,67.0,62.4,52.7,71.91,1287.786,5429.6,45.0,446.0,10256.0,7054.222,14031.2639,125.2517
54.9,61.7,58.8,44.1,58.49,1354.096,5762.6,920.0,966.0,9930.0,7063.605333333333,14829.706733333333,408.7065333333333
53.8,58.5,56.2,48.2,74.68,1337.674,5812.2,1191.0,860.0,10100.0,6693.011333333333,14919.717833333332,457.0246333333333
55.3,63.4,60.7,48.6,64.47,1544.292,6729.8,1052.0,2355.0,11076.0,7421.264,17430.1823,632.4526
53.5,59.1,55.7,44.1,65.72,1179.736,5058.6,1502.0,421.0,9049.0,5749.925333333334,13268.550633333332,465.4771333333333
51.6,65.8,59.5,41.7,53.12,1242.846,5232.2,1005.0,434.0,10112.0,6085.602,14112.0865,348.9403
56.3,61.6,59.8,54.2,82.0,1659.106,7060.4,2787.0,1707.0,11557.0,7654.7553333333335,18772.86733333333,967.1808333333332
49.5,53.2,51.4,44.6,77.86,956.89,4156.8,1466.0,458.0,5720.0,5377.383333333333,9835.170633333333,459.84523333333334
55.3,71.0,62.7,52.3,69.17,1443.26,6208.2,2789.0,461.0,11361.0,6309.306666666666,16819.08916666667,787.1740666666666
56.4,60.3,58.8,50.9,75.06,1090.638,4849.6,0.0,506.0,7892.0,6378.846,11397.5023,117.8137
58.4,72.7,66.4,49.2,54.41,1356.578,5870.4,940.0,1370.0,11577.0,5871.112666666667,16190.803766666668,458.43916666666667
69.1,74.5,71.8,61.0,69.05,1035.66,4440.2,1906.0,455.0,6905.0,5233.1,11248.0017,564.7228
56.0,70.3,63.2,45.7,54.5,1230.36,5256.0,0.0,456.0,12515.0,5172.3,15247.3822,99.78219999999999
53.6,62.9,58.4,45.5,62.51,1475.45,6356.6,1769.0,2732.0,10611.0,6301.316666666667,17272.461366666666,849.0057666666667
52.4,68.6,62.8,43.9,51.15,1207.392,5225.6,2077.0,1641.0,6034.0,6671.504,12287.5705,779.6558
51.9,64.3,58.6,44.2,59.18,1178.776,5100.6,1024.0,432.0,8551.0,6318.385333333334,12720.934733333333,355.6619333333333
53.9,57.0,55.5,42.7,62.09,1332.85,5699.2,1000.0,414.0,10695.0,6693.003333333333,14970.329633333333,349.7126333333333
63.5,82.1,73.7,57.7,57.9,1602.996,6816.8,1032.0,4745.0,9889.0,7246.932,18232.1711,952.0916
68.9,77.4,73.4,61.8,67.99,1300.65,5548.8,0.0,472.0,10610.0,6993.61,14333.9999,117.26389999999999
60.3,77.1,70.9,51.6,52.07,1101.732,4703.0,1009.0,460.0,7137.0,6334.324,11362.4842,356.41819999999996
60.7,71.2,66.5,47.4,50.75,14.218,60.2,0.0,5.0,79.0,97.99933333333333,131.49293333333333,1.4458333333333333
59.0,60.1,59.5,53.4,80.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.2,69.6,63.6,46.3,54.3,771.908,3332.6,916.0,348.0,5662.0,3908.7426666666665,8516.220066666667,299.49806666666666
57.8,66.7,62.7,45.1,53.07,1508.792,6458.2,2983.0,1221.0,13691.0,5043.590666666667,19248.277366666665,926.8302666666666
61.7,67.9,65.0,58.9,80.73,988.016,4260.8,975.0,611.0,7193.0,5054.238666666666,10867.293566666667,358.38786666666664
56.3,67.7,62.8,51.0,66.26,1165.7,4906.8,0.0,461.0,11223.0,5250.406666666667,14031.227366666666,101.50986666666667
56.6,56.7,56.7,51.0,81.47,1086.866,4620.2,969.0,475.0,7737.0,5848.208666666666,11681.934666666666,344.63536666666664
61.2,69.0,64.8,56.5,74.93,1107.1,4679.2,0.0,2657.0,9159.0,4480.473333333333,13520.721233333334,395.0617333333333
55.3,59.9,57.4,50.6,77.99,855.142,3646.4,1039.0,412.0,6002.0,4455.687333333333,9275.966433333333,342.3804333333333
53.4,66.6,61.4,46.6,59.66,1094.098,4634.0,0.0,449.0,11148.0,4561.459333333333,13595.444733333334,94.34363333333333
57.1,69.0,64.0,49.3,59.75,1039.214,4428.2,1010.0,1261.0,8186.0,4582.644666666666,12182.798666666667,451.2923666666666
63.8,68.7,66.3,52.3,61.07,1534.874,6503.2,3059.0,1239.0,14275.0,4916.104666666666,19825.909066666667,946.5181666666666
66.6,87.0,78.8,54.1,43.82,771.362,3332.0,0.0,495.0,6224.0,4053.920666666667,8572.075066666666,98.10416666666666
63.7,68.7,65.8,54.7,67.94,1277.322,5531.0,1826.0,538.0,9952.0,5961.1539999999995,14603.8557,561.4919
63.2,85.5,77.2,49.7,39.62,1709.052,7240.6,2663.0,2432.0,13468.0,6689.864,20676.0904,1027.4207999999999
63.7,75.5,69.1,53.3,57.7,1059.394,4621.0,0.0,1421.0,6742.0,6155.691333333333,10951.810333333333,241.00803333333332
68.5,72.8,70.7,55.2,58.24,1010.134,4358.0,1794.0,598.0,6462.0,5207.051333333334,10841.218033333333,556.9386333333333
74.4,99.1,88.2,60.5,40.39,1192.446,5244.8,582.0,1034.0,8989.0,6106.402,13225.1049,328.48589999999996
72.8,77.7,74.3,63.7,69.66,1218.342,5251.6,989.0,590.0,9747.0,5957.294,13813.0307,365.3857
67.6,84.0,75.2,62.3,64.82,1242.578,5349.6,637.0,603.0,8032.0,7412.612666666667,12628.749266666668,293.98036666666667
78.6,80.6,79.6,65.6,62.35,864.148,3794.6,856.0,642.0,7371.0,3725.5893333333333,10298.283533333333,322.9445333333333
68.0,78.3,72.8,56.5,56.6,1238.568,5535.6,2084.0,2329.0,6791.0,6123.696,13345.4977,870.399
63.8,72.7,68.2,54.4,62.04,1410.736,6206.8,3215.0,1438.0,8014.0,7044.625333333333,15096.292133333334,1030.6839333333332
70.7,79.3,77.0,55.9,48.31,954.26,4178.6,429.0,755.0,7142.0,4984.246666666667,10492.695966666666,244.88386666666665
58.3,66.1,63.4,49.8,61.65,1110.136,4901.4,1292.0,3619.0,5704.0,5118.265333333334,12285.480233333334,846.0417333333332
57.8,60.1,58.9,51.2,75.67,1234.4,5315.0,0.0,3514.0,9308.0,5178.1466666666665,14762.982466666666,517.3634666666667
59.8,80.5,71.4,45.2,40.72,846.252,3761.0,0.0,656.0,4783.0,5563.744,8077.3236,132.67319999999998
66.9,74.6,70.9,49.9,47.44,1187.118,5055.4,988.0,2624.0,7492.0,5682.086,13228.4665,640.6817
62.1,75.1,69.8,52.2,54.03,993.968,4346.2,981.0,683.0,7756.0,4740.842666666666,11323.020566666666,366.9420666666667
66.5,74.1,69.8,57.7,65.64,513.478,2305.4,0.0,589.0,4060.0,2585.9593333333332,5791.621733333333,99.76663333333333
65.3,66.7,66.0,58.1,75.64,496.746,2250.0,0.0,594.0,3881.0,2513.782,5584.4135,99.9233
66.1,84.5,76.5,59.5,56.74,911.43,4054.0,2303.0,618.0,6155.0,4037.19,10346.2747,673.9125
69.7,81.1,75.4,62.5,64.84,718.074,3121.2,878.0,932.0,5820.0,2922.2980000000002,8641.6243,361.80629999999996
67.0,83.5,74.4,61.2,65.14,599.554,2701.6,0.0,1724.0,3902.0,2863.3513333333335,6759.612433333334,256.6416333333333
65.1,76.6,71.0,53.7,55.1,731.808,3161.2,0.0,626.0,6670.0,3305.296,8737.5498,109.7652
63.4,65.8,64.6,61.0,88.26,966.41,4154.2,0.0,663.0,5389.0,6449.556666666666,9127.459266666667,140.57476666666665
68.7,76.9,72.4,63.8,74.74,1203.644,5077.2,0.0,598.0,5058.0,9133.254666666666,10120.561066666667,153.47126666666665
67.9,71.3,69.7,63.4,80.55,662.486,2949.0,914.0,784.0,4948.0,2923.0886666666665,7690.781966666666,350.67716666666666
66.2,80.9,74.4,53.4,48.69,813.7620000000001,3600.8,0.0,981.0,7795.0,3279.554,10128.4936,157.54569999999998
62.3,72.5,66.9,51.5,58.73,739.532,3258.0,0.0,681.0,3965.0,4919.910666666667,6971.731766666667,131.14986666666667
64.0,66.5,65.3,50.0,57.87,1030.0,4396.0,926.0,622.0,9064.0,4426.453333333333,12343.961933333334,342.3225333333333
58.2,68.2,63.3,48.1,59.79,561.738,2529.4,0.0,630.0,4128.0,3019.786,6115.1821,108.82749999999999
56.4,62.8,59.6,47.0,63.0,536.688,2422.4,0.0,577.0,3716.0,3032.756,5674.1115,101.84639999999999
60.6,71.3,66.2,54.3,66.48,543.016,2473.0,0.0,1019.0,3799.0,2775.9653333333335,6005.542833333333,159.94913333333332
57.8,62.7,60.6,48.4,64.35,688.566,3142.2000000000003,0.0,2062.0,5202.0,2819.582,8297.3771,301.9049
54.6,57.8,56.2,48.8,76.34,902.85,3986.0,0.0,4899.0,4353.0,3767.33,10404.0278,696.2212999999999
54.2,68.8,62.9,46.1,56.17,902.0,3904.4,869.0,749.0,7549.0,3939.0866666666666,10683.349766666666,342.33866666666665
55.5,63.2,59.7,46.1,61.11,792.326,3471.4,0.0,2304.0,4040.0,4415.688666666667,8188.879166666667,348.11196666666666
58.4,73.4,67.0,46.0,48.32,975.83,4323.2,865.0,3423.0,6302.0,3769.8566666666666,11686.820266666668,704.6037666666666
60.7,65.8,63.3,41.7,45.39,706.966,3178.6,0.0,844.0,6248.0,3158.1953333333336,8438.943833333333,138.40663333333333
66.3,91.3,80.7,47.6,34.21,489.724,2258.6,0.0,637.0,3539.0,2612.921333333333,5338.604033333333,106.68973333333332
62.8,65.9,64.0,56.0,75.46,500.298,2254.4,0.0,605.0,3811.0,2584.266,5561.6636,102.01249999999999
60.5,84.6,76.5,53.2,45.67,508.892,2317.6,0.0,607.0,3871.0,2637.0306666666665,5648.901966666666,102.69106666666666
66.0,78.7,71.6,57.7,62.76,518.652,2368.0,0.0,620.0,4042.0,2630.6440000000002,5823.6834,104.35499999999999
62.2,65.6,63.9,49.6,59.78,532.672,2415.4,0.0,659.0,4193.0,2663.7573333333335,6021.6060333333335,109.88513333333333
64.3,78.1,71.8,53.5,53.11,539.296,2442.0,0.0,668.0,4232.0,2704.0053333333335,6088.004133333334,111.42293333333332
62.3,66.4,64.9,59.7,83.48,526.472,2390.0,0.0,646.0,4093.0,2665.750666666667,5913.842266666667,108.16286666666666
63.2,82.7,73.4,55.4,53.64,998.234,4402.4,1984.0,2380.0,5154.0,4620.084666666667,10948.071766666666,841.4673666666666
68.2,80.1,73.7,61.6,66.64,1069.358,4719.0,0.0,3719.0,6012.0,5257.292666666666,11765.100066666666,546.9859666666666
68.8,70.7,69.8,60.6,72.79,950.954,4246.2,857.0,1467.0,6577.0,4570.984666666666,10669.250266666666,442.6261666666666
74.7,82.9,80.0,64.4,59.37,824.436,3678.2,912.0,689.0,4991.0,4631.772,8522.7979,351.0184
63.7,69.0,65.8,61.2,85.31,606.842,2625.4,1215.0,3702.0,1709.0,2230.940666666667,6925.285966666666,816.6545666666666
59.5,69.5,63.7,53.7,71.92,748.676,3287.8,429.0,850.0,4647.0,4248.078666666666,7764.358666666667,252.69086666666664
55.8,66.3,62.2,50.9,67.46,1514.062,6632.4,3437.0,1852.0,8922.0,7191.367333333334,16582.788033333334,1141.8628333333334
59.9,60.2,60.1,48.9,66.55,1217.712,5464.0,1604.0,1094.0,5691.0,7609.4839999999995,11601.938,597.985
57.5,68.6,63.2,49.5,62.24,785.908,3480.6,1.0,813.0,6261.0,3984.9893333333334,8848.340233333334,141.09073333333333
58.6,68.5,63.3,51.0,64.91,1080.598,4691.8,2306.0,1440.0,6324.0,5175.739333333333,11805.504633333334,795.7246333333333
61.6,71.6,65.4,60.5,84.46,880.742,3925.4,896.0,812.0,6044.0,4536.520666666666,9595.469166666668,362.77836666666667
62.2,79.7,71.8,60.2,68.47,775.722,3489.6,0.0,883.0,6138.0,3908.294,8748.836,149.8031
65.3,68.6,66.9,55.4,66.44,1161.746,5044.8,3043.0,887.0,7527.0,5202.448666666666,13073.175866666666,899.1769666666667
61.3,72.0,66.9,58.1,74.19,1548.738,6855.4,4544.0,3203.0,8549.0,6242.066,17738.619,1587.1133
60.0,63.5,61.5,59.0,91.72,1066.708,4795.8,949.0,819.0,6994.0,5869.969333333333,11250.197033333334,387.0473333333333
52.7,66.5,62.0,52.9,72.65,1252.254,5431.4,2279.0,737.0,8247.0,6286.778,13621.922,701.7601
60.5,77.7,68.8,59.4,73.02,943.61,4160.4,1140.0,755.0,6291.0,4926.956666666667,10171.581666666667,417.32716666666664
56.6,58.1,57.4,54.8,91.07,1136.546,4943.2,2131.0,1516.0,7860.0,4924.368666666666,13108.554766666666,761.0631666666667
58.0,69.5,63.1,55.7,77.96,749.466,3337.4,0.0,664.0,4283.0,4848.662,7230.8445,128.1573
60.8,71.0,65.5,57.7,76.23,1118.842,4856.0,1778.0,1125.0,7485.0,5420.207333333333,12391.243333333334,626.2202333333333
69.7,85.9,78.7,64.1,63.11,1388.414,6024.2,905.0,1483.0,11707.0,6076.324666666666,16493.644066666668,466.9447666666666
69.6,72.1,70.8,63.3,77.28,1668.342,7171.6,2653.0,1363.0,10648.0,8573.774,17957.4016,895.4975
61.3,68.3,64.5,56.3,75.58,1265.522,5504.2,960.0,678.0,9974.0,6276.580666666667,14251.775166666666,372.8317666666666
53.4,62.4,58.2,51.2,78.0,980.536,4311.4,0.0,697.0,6073.0,6177.725333333333,9685.115433333334,142.79273333333333
50.8,66.7,61.5,47.0,60.5,1222.814,5239.0,947.0,659.0,9921.0,5885.844666666667,13974.037666666667,363.95356666666663
52.3,61.2,57.6,47.0,68.16,1251.188,5417.4,3319.0,3099.0,5011.0,6043.402666666667,13168.159366666667,1275.0576666666666
54.7,55.6,55.1,50.3,83.77,1024.388,4401.0,0.0,636.0,8095.0,5495.922666666666,11256.389466666667,128.33386666666667
51.1,61.2,57.1,42.2,58.37,1513.866,6524.4,2988.0,2248.0,10433.0,6345.822,17626.5649,1079.4745
48.7,60.7,54.8,47.0,75.2,1228.63,5277.8,995.0,588.0,9031.0,6476.403333333334,13382.769433333333,370.98743333333334
54.7,64.4,60.7,51.0,71.76,1221.458,5241.0,2196.0,577.0,8299.0,6089.0526666666665,13370.515866666667,658.2043666666666
52.4,68.3,60.2,49.8,69.75,1086.254,4643.0,1002.0,577.0,8533.0,5296.504666666667,12289.475266666666,361.83416666666665
53.4,55.9,54.7,45.6,71.42,1521.344,6467.4,964.0,3832.0,10671.0,6557.854666666666,17802.683666666668,805.4212666666666
52.2,72.3,63.0,43.8,50.77,1112.354,4765.2,928.0,600.0,6508.0,6772.324666666666,11032.394566666666,359.55456666666663
61.1,62.7,62.2,56.0,80.36,1214.146,5134.4,0.0,631.0,11693.0,5373.015333333334,14699.252733333333,125.50103333333333
55.9,64.4,60.7,59.0,94.3,2064.358,8845.2,9583.0,1202.0,12601.0,7336.419333333333,24338.340433333335,2545.5646333333334
58.6,62.6,60.4,54.5,81.72,1570.302,6746.2,4146.0,612.0,10170.0,7377.894,17361.5085,1146.2217
52.6,53.4,53.0,48.6,85.03,1574.858,6706.8,2843.0,603.0,9091.0,8864.232666666667,16074.437466666666,840.9621666666667
55.3,63.7,59.7,60.1,97.06,1456.806,6170.4,1769.0,560.0,8644.0,8596.162,14650.933500000001,572.3207
58.2,60.2,59.4,53.4,80.54,1743.162,7415.6,1035.0,3470.0,13384.0,7456.854,20650.0979,779.7305
51.6,63.0,57.4,53.1,86.06,1223.426,5199.6,0.0,563.0,9710.0,6661.208666666666,13364.649466666668,127.26776666666666
54.4,61.8,57.4,53.1,85.79,1374.032,5815.6,1993.0,652.0,9151.0,7250.850666666666,14706.765066666667,628.2254666666666
48.4,51.9,50.1,47.5,90.48,2135.71,9013.6,1607.0,4050.0,14845.0,9951.563333333334,24284.959233333335,1017.2554333333333
45.9,66.1,58.3,47.6,69.63,2035.328,8674.6,4532.0,2466.0,11935.0,9770.662666666667,22200.329866666667,1511.1844666666666
53.6,55.2,54.4,51.3,89.48,1417.868,6049.8,921.0,604.0,10844.0,7416.282666666667,15589.776266666668,362.19426666666664
49.3,63.4,58.1,48.1,71.09,1246.536,5326.8,937.0,597.0,8502.0,6998.632,13097.5705,362.513
48.8,59.1,54.9,49.9,83.51,1636.61,6947.6,2085.0,978.0,12884.0,7539.856666666667,18847.481766666668,696.0907666666666
52.5,54.2,53.4,52.0,95.05,1426.258,6098.4,1051.0,621.0,10374.0,7684.439333333334,15381.493333333334,398.38783333333333
49.9,62.5,57.4,47.2,69.91,1161.016,5016.4,0.0,594.0,9694.0,6006.365333333333,13041.000333333333,126.21413333333332
48.9,57.1,52.3,45.4,77.78,1556.254,6602.8,1943.0,571.0,14581.0,6065.631333333334,19290.181933333333,593.7434333333333
49.8,61.8,55.5,43.1,64.04,1410.472,6048.8,1817.0,4571.0,8554.0,5652.997333333334,16558.968833333332,1106.5671333333332
49.7,54.7,52.3,42.7,69.6,1299.456,5465.4,0.0,603.0,10797.0,6791.592,14526.2823,133.4166
48.4,63.2,55.7,42.7,62.26,1146.398,4887.2,1031.0,603.0,7322.0,6586.272666666667,11811.947066666668,383.2085666666666
46.9,55.2,50.8,39.1,64.45,1772.736,7524.4,970.0,8080.0,9196.0,7373.592,20454.3692,1392.51
46.0,66.8,58.2,41.7,55.91,1287.252,5452.8,950.0,602.0,9433.0,6868.224,13953.2918,364.9984
49.5,65.3,57.1,47.1,70.33,1152.668,4876.0,0.0,570.0,10142.0,5675.142666666667,13287.966266666666,120.12966666666667
47.4,55.0,51.6,45.4,79.93,1716.74,7272.6,3644.0,920.0,14480.0,6511.566666666667,21009.082466666667,1057.9088666666667
55.9,61.7,58.2,56.1,91.79,1621.106,6933.8,3189.0,3499.0,8980.0,7396.468666666667,17978.964466666668,1307.6051666666667
60.0,62.5,61.0,60.0,96.32,1275.522,5326.0,984.0,542.0,7983.0,7604.134,12888.9331,371.48409999999996
54.8,60.8,58.0,48.9,72.04,1428.448,6006.2,1.0,543.0,8806.0,9315.869333333334,13823.539233333333,146.48673333333332
52.3,58.7,55.2,46.7,73.67,1821.834,7688.2,734.0,4334.0,9908.0,9936.818,19045.3929,845.4454999999999
46.1,51.3,48.9,44.4,84.55,1577.166,6600.8,2091.0,619.0,11568.0,7907.742,17446.231200000002,652.0431
48.5,63.9,56.2,49.1,78.28,1351.862,5693.2,0.0,559.0,10718.0,7406.220666666666,14725.464866666667,132.40596666666667
47.6,51.6,49.9,46.0,86.55,2012.756,8535.2,4510.0,570.0,14811.0,9058.498666666666,22987.650866666667,1240.9366666666665
47.2,58.1,52.4,44.0,73.36,1938.284,8269.8,4111.0,6454.0,8648.0,8462.794666666667,21450.656466666667,1942.6442666666665
45.9,51.4,48.8,42.2,78.31,1351.604,5714.8,997.0,515.0,9420.0,7565.534666666666,14257.584366666666,370.18826666666666
37.7,43.7,40.6,33.0,74.43,1449.1,6119.6,983.0,530.0,9530.0,8508.573333333334,14849.415933333334,376.4017333333333
39.7,44.6,41.8,36.3,80.98,1711.224,7206.6,2001.0,3131.0,10013.0,8693.268,18432.3517,979.1619999999999
39.0,43.4,41.2,39.4,93.14,1489.9759999999999,6227.0,1629.0,463.0,9641.0,8507.598666666667,15388.486766666667,524.0814666666666
46.0,55.8,51.0,47.1,86.72,1516.86,6357.8,0.0,482.0,11136.0,8916.5,15838.9304,133.9634
47.2,49.6,48.1,43.2,83.49,2742.08,11585.6,5490.0,4364.0,18326.0,11596.266666666666,31733.173466666667,2014.9554666666666
42.2,44.0,43.1,40.8,91.56,1556.164,6480.8,712.0,499.0,11144.0,8866.021333333334,16374.734833333334,308.7427333333333
48.0,56.0,51.7,47.2,85.06,1369.108,5692.4,1104.0,457.0,8227.0,8407.969333333333,13555.409633333333,395.44693333333333
43.5,49.2,46.8,44.5,91.87,1722.808,7164.0,760.0,450.0,11005.0,10669.249333333333,17155.130933333334,328.3103333333333
52.6,57.6,55.4,52.7,90.47,1969.506,8227.2,2031.0,5916.0,8569.0,10454.402,20352.2311,1380.4315
51.5,56.0,53.4,45.1,73.65,1399.71,5821.0,0.0,492.0,11074.0,7735.71,15183.3569,125.82289999999999
48.2,52.7,51.1,45.0,80.08,1757.45,7408.6,3180.0,495.0,11696.0,9098.136666666667,18897.230666666666,909.1221666666667
51.3,55.6,53.4,46.6,77.79,2614.408,11028.2,6202.0,518.0,15941.0,13603.369333333332,27650.038933333333,1680.9595333333332
48.1,50.0,49.2,47.6,94.21,2406.536,10181.2,3010.0,6181.0,13691.0,11228.338666666667,26714.875566666666,1658.8148666666666
53.4,66.7,59.1,50.1,72.7,1112.344,4664.4,475.0,468.0,5788.0,7552.521333333333,10271.886733333333,238.11193333333333
56.1,56.2,56.1,55.1,96.35,1116.756,4708.8,579.0,449.0,8367.0,6049.592,12081.7313,247.82299999999998
50.8,59.0,53.7,50.4,89.08,1268.708,5312.8,1044.0,463.0,9318.0,6771.202666666667,13742.620166666668,368.14446666666663
